gift	christmas	0.6000882181318737	3.361532125269724
tab	xoom	0.7225132567058082	3.941350620522666
blackberry	motorola	0.7702501104961218	4.985895687920499
blackberry	galaxy	0.7884737481280115	4.529137285424785
blackberry	xoom	0.778342740056709	4.598130156911736
motorola	droid	0.7457623709084237	2.7886711105842803
motorola	galaxy	0.7675932062233106	4.424426331335755
motorola	xoom	0.776487579615069	4.803574131126545
droid	xoom	0.8199843973128815	2.4009055795755168
galaxy	xoom	0.8548200706316565	4.036660800326991

accurate	rubber	0.1061189499004247	1.0997690267959335
accurate	fingerprint	0.27446636175712547	0.8374047623284425
accurate	tip	0.3024798488425706	1.1033468481438176
accurate	soft	0.3104044519429703	1.65315426498072
accurate	surface	0.3444053812237534	2.1144998314833408
accurate	handwriting	0.32086048763509234	1.5697726560416692
accurate	touch	0.13096770148399584	1.3466291047274592
accurate	protector	0.10152067386110086	0.5259686038685545
accurate	durable	0.22691569394761002	1.7929162073558786
accurate	smooth	0.6198478624796276	2.2629198366016143
accurate	finger	0.3460445298959307	1.2373904046719812
accurate	smudge	0.3216928171114162	1.9554351368536538
accurate	responsive	0.4941473324338841	2.149591151294611
foam	pogo	0.7177525717160168	3.0298331674011685
foam	rubber	0.8372204686726441	1.8799275843455083
foam	tip	0.60587407395525	1.9524982771803439
foam	touch	0.21978545563572782	1.1459584092653081
foam	capacitive	0.514519520647746	1.7115922695262937
foam	finger	0.3949490052511926	0.4771039212744072
foam	cheap	0.35139671122407345	2.5085362437678826
penultimate	pogo	0.5214347534502918	0.9969116413562255
penultimate	acase	0.6256720937611755	1.86190907884283
penultimate	rubber	0.25662763949426126	0.25247116640872974
penultimate	pen	0.4545898499999297	0.4524476584414051
penultimate	boxwave	0.5796521230582422	1.1827481402576248
penultimate	soft	0.2835808185825457	1.2113215127016808
penultimate	handwriting	0.8354315327598792	2.5142342648825204
penultimate	capacitive	0.6411069986310792	0.7772830321494605
penultimate	hand	0.27567558610413845	0.24417236359403455
penultimate	targus	0.49501348780271326	2.0955239300243353
cover	rubber	0.6066181795047528	0.38600255903325237
cover	fingerprint	0.6369670501823133	1.222250583233871
cover	fire	0.5028557430741195	1.5127857246680583
cover	case	0.656609257784917	1.291930503871861
cover	glass	0.4891074002428941	1.5359081420889125
cover	surface	0.5614490392739117	1.113051291268879
cover	metal	0.699586737002419	1.046359916770207
cover	scratch	0.6698610826518877	1.9954404714673528
cover	touchscreen	0.29742010854426904	1.3022932909074076
cover	plastic	0.70935803419646	0.6517057247662582
cover	protective	0.7134530871159057	2.688587652027298
cover	cloth	0.5139900010181554	0.696157487337092
cover	design	0.35008867955439693	1.1845102552510238
cover	flimsy	0.6771874695224303	2.400905579575517
cover	smudge	0.4632099199038171	0.9539865966391917
firm	pogo	0.8514398098614601	2.13189157419521
firm	rubber	0.7166935296373059	2.08059827980766
firm	tip	0.6781578214435242	2.4896412092637084
firm	boxwave	0.8086341687108286	2.3177280730966094
firm	soft	0.7359783853013973	2.346301445540665
firm	glass	0.4383674601246268	3.23050386286332
firm	surface	0.627159557237389	3.5007941926032315
firm	durable	0.5867050410482426	3.1792105684757694
firm	capacitive	0.7757733919962904	1.912262964988445
firm	hand	0.3862111132587396	1.3791522964330192
firm	squishy	0.9313710722236016	4.470194749791335
pogo	acase	0.7616595638180993	1.8442095017434292
pogo	rubber	0.6588529028432831	0.9279187698692741
pogo	tip	0.6655115889915773	1.1828110194980643
pogo	boxwave	0.8636471214387408	1.5705136712663883
pogo	soft	0.5884564874984617	0.5004747550423345
pogo	handwriting	0.49996328625495046	1.8033875072231742
pogo	metal	0.4630057301915891	0.8951289470462832
pogo	touch	0.32750973642504544	0.19394959478907373
pogo	thin	0.5441538587398858	1.4387443936352649
pogo	bamboo	0.8114160589211445	1.8442095017434292
pogo	plastic	0.41645731461551105	0.5004747550423345
pogo	durable	0.5287435714985392	1.3333838779774385
pogo	precise	0.5922183152168605	0.8027556269152682
pogo	capacitive	0.7878091555889819	0.0664362744901142
pogo	harder	0.7083607240672753	2.0265310585373837
pogo	flimsy	0.4700016944089429	2.942821790411539
pogo	cheap	0.24346921436833902	0.8633802487317029
pogo	squishy	0.8038793554435861	1.931220878733059
pogo	sketch	0.6890558647959403	3.966210657842061
pogo	targus	0.7024444993113875	2.0778243529249343
acase	rubber	0.5758817528747975	0.4066218462359881
acase	pen	0.5485218299512823	0.6065983382686636
acase	tip	0.5638529383619109	0.6615140958647782
acase	boxwave	0.8450189625316282	1.624580892536664
acase	hollow	0.6912488329278214	2.6291642315564974
acase	capacitive	0.8261068335226189	2.030046000644828
acase	smooth	0.24810320252596252	2.668384944709779
acase	squishy	0.6874138003614673	2.7962183162196634
acase	responsive	0.382701072331723	1.86190907884283
acase	sketch	0.7639449581475422	2.0586193730888844
acase	targus	0.857005641483929	3.635968970971484
rubber	fingerprint	0.536910759111481	0.3265791385624518
rubber	tip	0.6083250212088791	2.2161437718038837
rubber	boxwave	0.5598254930707651	0.5747587680379864
rubber	soft	0.6960336906945479	2.464084481197049
rubber	glass	0.5114421113979107	1.738848986085603
rubber	solid	0.38400522270797355	1.9752377641498333
rubber	surface	0.591773413833537	1.3159921352655692
rubber	metal	0.784410795141115	1.5369828332186781
rubber	hollow	0.7725283553072463	2.4060206802422877
rubber	touchscreen	0.2694526592500488	0.4066218462359881
rubber	thin	0.706383707285395	2.08059827980766
rubber	bamboo	0.5824772074812941	1.0997690267959335
rubber	plastic	0.7123848788352738	0.44918146065478415
rubber	sticky	0.6956023038193921	1.3874510992477143
rubber	design	0.37215635160952876	0.2888388105796045
rubber	precise	0.47028425057879897	0.05831515196777232
rubber	capacitive	0.5153492190302643	0.015142980102563533
rubber	harder	0.6545879364729495	1.975237764149833
rubber	hand	0.3772897140059496	0.17517949210708322
rubber	smooth	0.22300584285745084	0.3657998517157329
rubber	flimsy	0.7101254088679859	1.5052341349040979
rubber	cheap	0.38084740068892886	0.8120869543441526
rubber	squishy	0.7852503907470715	2.5730747649054537
pen	tip	0.6086202885966975	0.025242563696834842
pen	solid	0.24157058402198783	0.3834547869544536
pen	handwriting	0.5119200813151144	0.27809427129662745
pen	hollow	0.565133491814979	0.5265556305951271
pen	touch	0.5164835485223865	0.27809427129662745
pen	scratch	0.5459689270918047	0.6065983382686636
pen	touchscreen	0.6413186033539561	0.3189162658168826
pen	thin	0.46099903850985813	0.6065983382686636
pen	sticky	0.4908840821098751	0.20113323016049908
pen	wacom	0.7107689450129002	0.788919895062618
pen	design	0.23139302153374663	0.20113323016049908
pen	precise	0.6948518642635239	0.25829164400044774
pen	capacitive	0.6765729487249438	0.6205845802434035
pen	harder	0.6231144363321288	0.0957727145026726
pen	hand	0.4682679079084847	4.62534698348072E-4
pen	smooth	0.4492516339395891	0.9712414518565727
pen	flimsy	0.4843836670110713	0.3189162658168826
pen	cheap	0.15752582393729098	0.031234193365101786
pen	squishy	0.6050873174056555	4.6253469834785005E-4
fingerprint	fire	0.6010715320535489	0.35475001552914803
fingerprint	soft	0.6344467875638199	1.2854294848554029
fingerprint	glass	0.5944933357682568	1.4764847216181118
fingerprint	surface	0.7103748908668486	1.0536278707980784
fingerprint	touch	0.6095548788106607	0.9789043246021418
fingerprint	scratch	0.8404720779686082	1.9360170509965522
fingerprint	touchscreen	0.6164420780562884	1.9360170509965522
fingerprint	protective	0.813840968736379	1.9360170509965522
fingerprint	cloth	0.7211727197260165	1.3298812474262365
fingerprint	protector	0.7834730278308703	0.8513910043031824
fingerprint	greasy	0.7670402572092139	3.1681607322891843
fingerprint	capacitive	0.7662608435230446	0.1582438237432371
fingerprint	smooth	0.5412397594870505	1.2020478759163518
fingerprint	finger	0.6889210227524761	0.8696656245466639
fingerprint	smudge	0.850788617843046	3.0917877535046103
fingerprint	responsive	0.6539133784889455	1.0887191906093483
fire	case	0.5218031866515264	1.0305657397374535
fire	solid	0.1609129354448734	0.49933124434025555
fire	touch	0.5174795979815776	0.776962980938535
fire	scratch	0.5016792282257757	0.7224747956544655
fire	touchscreen	0.6348499356893755	1.4156219762144107
fire	durable	0.3338185977721172	0.2116491718884745
fire	capacitive	0.7709475263095175	1.0241431100809861
fire	finger	0.512076384980407	0.6005849780454283
tip	boxwave	0.7119721768271051	0.18302385274172403
tip	soft	0.6552446696756128	2.378050143855246
tip	glass	0.32219192711689004	0.4896638389381188
tip	solid	0.23811874453790727	1.1315177251105137
tip	surface	0.477525143106168	1.3195699566134536
tip	handwriting	0.3803914877765595	0.21522699323635874
tip	metal	0.37117151779552926	1.7048637058578384
tip	hollow	0.6101833679085019	1.562300641202968
tip	touch	0.38568224819270014	0.21522699323635874
tip	thin	0.5016994819816519	1.23687824076834
tip	bamboo	0.5541147953993716	0.9491961683165592
tip	plastic	0.34802433685253076	0.010926529723628864
tip	sticky	0.4168764712495776	0.5437310602083949
tip	protective	0.42985031715713373	0.2560489877566139
tip	wacom	0.4980064658657506	1.824664905670459
tip	durable	0.3899227839507453	1.1315177251105137
tip	design	0.24300858908778955	0.5437310602083946
tip	precise	0.5328848914634434	0.31320740159656263
tip	capacitive	0.6653354259979107	0.5577173021831348
tip	harder	0.6009604374641648	1.824664905670459
tip	smooth	0.3495018988981933	1.3138392819044684
tip	finger	0.5149974687084614	0.18822639141785294
tip	flimsy	0.3722684601380044	0.6615140958647783
tip	squishy	0.6614382630621441	2.288970513801557
tip	responsive	0.4433963183961176	0.7950454884893007
boxwave	glass	0.3538240760253635	0.4719013825982784
boxwave	solid	0.4311911355888538	1.4014373412224541
boxwave	surface	0.47856019700023433	0.04904453177824494
boxwave	sticky	0.5422200361627126	1.912262964988445
boxwave	protector	0.5013081088100722	1.2331020264032397
boxwave	durable	0.5257541001468282	0.420608088210728
boxwave	design	0.3602939122798805	1.2191157844284997
boxwave	capacitive	0.8619085497443166	2.0440322426195685
boxwave	hand	0.2948917431834539	0.412309285396033
boxwave	smooth	0.3217866464260446	0.8906117174564636
boxwave	flimsy	0.49234682333308855	1.3368988200848833
boxwave	cheap	0.2807889099367814	0.6437516395249379
boxwave	sketch	0.6612237582353918	1.6671405069554601
boxwave	targus	0.7356308177556713	1.570513671266388
case	metal	0.4021766844328749	0.36346923637745054
case	thin	0.3583853254692372	1.6002318635263775
case	sticky	0.22608986121818897	2.293379044086323
case	protective	0.5915155844810036	1.3125497910745967
case	cloth	0.21952618236317778	0.013266806944335605
case	responsive	0.21440996301931503	0.465251930687393
case	accessory	0.6102796068105358	0.964243096806381
soft	surface	0.6540559843002909	1.8693773734503558
soft	hollow	0.7334155178853918	1.978576665415348
soft	durable	0.4540360355193346	2.240940929882839
soft	capacitive	0.4865294882642114	0.9739933263955147
soft	harder	0.7838114114605763	1.5477937493228937
soft	smooth	0.5545387990972905	1.3246501980086842
soft	finger	0.5835196778202296	0.14497008625179253
soft	smudge	0.6057213859777218	1.0171654982607232
glass	surface	0.6973057212205012	2.060432610213065
glass	hollow	0.432593811009782	2.8627790827380024
glass	sticky	0.6125183063371963	3.23050386286332
glass	protective	0.5059757263525833	2.942821790411539
glass	cloth	0.7207133681864051	2.7421510949493877
glass	protector	0.46185302165537667	1.1650485631582237
glass	capacitive	0.4120375286232082	1.1650485631582237
glass	hand	0.3727184754290973	0.6319378946027979
glass	squishy	0.4267501542856008	3.0298331674011685
glass	smudge	0.4716789831260998	1.9013679155833776
solid	design	0.6047984236947107	2.3682803522594402
solid	hand	0.23771630489961904	1.5614738532269739
solid	cheap	0.5728706452436213	2.1983813154640433
surface	scratch	0.6154871885063442	3.2131121201514508
surface	touchscreen	0.3707405553659622	1.82681775903156
surface	thin	0.5367540973570776	2.1144998314833408
surface	sticky	0.7258456263507612	2.807647012043286
surface	protector	0.5150617845293023	0.7421917123381903
surface	capacitive	0.525788574892466	0.7421917123381903
surface	harder	0.6032409499545244	2.0091393158255144
surface	hand	0.4308640203605699	0.9022282243427098
surface	smooth	0.5616609059784697	1.785995764511305
surface	squishy	0.606371481934605	2.606976316581135
surface	responsive	0.4178529354170575	2.365814259764247
handwriting	bamboo	0.5520323784043691	2.668384944709779
handwriting	precise	0.7368056084151001	1.6269310698816177
handwriting	smooth	0.47823199620345713	1.9344157696295783
handwriting	finger	0.5695656209495397	0.3492705497645225
handwriting	responsive	0.6872807906312699	1.821087084322575
metal	hollow	0.6811544901884237	2.373230857419297
metal	thin	0.7596440702145468	2.740955637544614
metal	plastic	0.8742424964012973	1.802685998951684
metal	protector	0.2503300650548408	0.6755003378395182
metal	harder	0.6018506116585639	1.9424479413268423
metal	hand	0.23754500131586442	0.8355368498440378
metal	finger	0.39418090426553953	0.1341591701475768
metal	cheap	0.5084103719763022	1.4724443120811068
hollow	squishy	0.937275967253203	3.4093227891060724
touch	touchscreen	0.643911902266655	0.3657998517157329
touch	bamboo	0.36247916297703353	1.0589470322756782
touch	precise	0.5121082329887618	1.4037875185674078
touch	capacitive	0.5941500352422612	1.583758898016409
touch	harder	0.42594494247680814	0.5481214085096876
touch	smooth	0.30527892818933766	1.0181250377554232
touch	finger	0.5703612361645798	1.1821796726996265
touch	smudge	0.6025543372661053	1.4037875185674078
touch	responsive	0.6844204401090945	1.5979435330083651
touch	sketch	0.2781534128432328	0.4083594661345289
touch	accessory	0.4007670112622388	0.7106403380074624
scratch	cloth	0.6205369789722508	2.103071135659718
scratch	protector	0.6350897622413141	1.624580892536664
touchscreen	capacitive	0.7035330201111042	1.624580892536664
touchscreen	hand	0.2960331922764441	0.39832304342129304
touchscreen	finger	0.6625777860505577	0.3900925442847774
touchscreen	smudge	0.6448754166518443	1.6677530644018728
thin	plastic	0.7616419226329775	1.65315426498072
thin	protector	0.4254832295773112	1.2191157844284997
thin	hand	0.3808011655891549	0.686005115873074
thin	finger	0.3915160784513084	0.6777746167365586
thin	sketch	0.32438629170584	2.346301445540665
bamboo	wacom	0.6826530679140848	4.970970037703824
bamboo	hand	0.4011854423234008	1.0914702239812384
bamboo	finger	0.5903888474635958	0.3900925442847774
bamboo	targus	0.7485660583623491	2.942821790411539
plastic	protective	0.5564372520043293	2.0586193730888844
plastic	cloth	0.5160358583590302	1.4524835695185687
plastic	protector	0.25892443294681167	0.9739933263955147
plastic	durable	0.5273834787236807	1.5477937493228937
plastic	harder	0.4883602103126067	1.5477937493228937
plastic	flimsy	0.8204211793684177	2.4640844811970486
plastic	cheap	0.6196750075257516	2.4640844811970486
sticky	smooth	0.3419251151484739	2.9560670171615597
sticky	finger	0.5657594580020912	0.6777746167365586
protective	cloth	0.5573661785205415	2.103071135659718
protective	finger	0.527516988294819	0.3900925442847774
protective	smudge	0.5669036414151121	2.360900244961818
cloth	protector	0.5412381489040025	0.3252979084064031
cloth	smooth	0.45414472601398204	1.3691019605795178
cloth	smudge	0.6771770016215456	1.0616172608315573
protector	harder	0.5192380023995764	1.1137552687706733
protector	smooth	0.3871298523728832	1.9892240061245734
protector	smudge	0.7622865666388352	0.583127017708503
protector	responsive	0.5569561839064818	0.7772830321494605
durable	design	0.6795415194087312	2.0805982798076594
durable	precise	0.3950726245250653	1.8500746211958272
durable	flimsy	0.6704120973592138	3.296993604132153
durable	cheap	0.6316269143173043	1.9106992430122622
greasy	finger	0.5589765844252926	2.315383406137355
greasy	smudge	0.8186223234424115	2.8998967456945053
design	smooth	0.15109235800819387	1.8574547284934497
precise	finger	0.7273346770043385	1.2945488185119298
precise	flimsy	0.3861473483105279	2.7663653530699825
precise	cheap	0.07101564737301624	1.3800709919500918
precise	responsive	0.6945358574880208	1.5136023845746145
precise	sketch	0.5246621004595651	1.7103126788206686
capacitive	harder	0.6744192966806165	1.8069024493306185
capacitive	hand	0.3070635215542844	0.0068441772878686784
capacitive	smooth	0.37199945050487415	0.8906117174564636
capacitive	smudge	0.6921506389224942	0.583127017708503
harder	finger	0.6282615144606417	0.9778792091868963
harder	squishy	0.8816512621464958	2.978539873013618
harder	responsive	0.49458525502699247	2.0442306356367848
hand	smooth	0.35402987546664133	0.35750104890103795
hand	finger	0.6195847246011662	0.564115298264037
hand	flimsy	0.23301928591027843	1.4969353320894028
hand	squishy	0.4513150400894341	1.178481600970868
hand	smudge	0.3578188436670675	0.050016349153077296
hand	targus	0.21613837204874442	0.6319378946027979
smooth	responsive	0.6124490287999249	2.5142342648825204
smooth	targus	0.07237979951703433	2.2088526153313386
finger	smudge	0.7145158050538835	1.4280802111364523
finger	responsive	0.6456119262290081	0.6414069725656835
flimsy	cheap	0.6588727754435163	3.5201371554463625
flimsy	squishy	0.5989969839258008	3.8948306048877734
cheap	targus	0.3460961087563167	1.9619925373998126
smudge	responsive	0.6297095147744524	1.5136023845746145
responsive	targus	0.306867413352363	2.7886711105842803

bed	table	0.7713801831220642	3.7770475692313896

keyboard	key	0.6458404638782742	2.92543004769967

type	regular	0.5178418172538842	1.3022932909074076

generation	apple	0.7080435986261086	3.455842804740965
generation	ipod	0.7064219927214542	2.870909208821253
apple	ipod	0.6064570131065256	3.2326992534267553

stand	leg	0.7247317004943188	3.564056389381198
arm	leg	0.773906061272095	4.6344978010826114

side	back	0.657337704940139	3.073850052817943

service	company	0.6895634330145887	3.207381445442466

display	screen	0.5521154319343914	0.20623528204439465

cost	money	0.5448258681493324	1.9264475999804012
cost	worth	0.4258999517182217	2.437273223746392
cost	expensive	0.6618508975126599	2.5142342648825204
money	extra	0.5373831084828246	1.233300419420456
money	worth	0.3710869942341717	3.215578212646644
money	expensive	0.5786854929630755	2.73292346584735
buck	price	0.5241988256226061	0.4936332232256178
buck	worth	0.4942800270285146	2.9968890116818145
price	extra	0.14741816167754718	0.6271646158501404
price	worth	0.21673675327835307	1.762144548689125
price	dollar	0.49165317538300435	2.349931213591244
price	expensive	0.5455691972030674	0.7404933011571435
extra	dollar	0.5263837821462299	3.430524996756675
extra	expensive	0.48442907834331606	2.5142342648825204
worth	dollar	0.6355313504211912	3.4668926409275502

color	black	0.5722723842561666	2.662686923595141

review	positive	0.6348102001021005	2.3200782504415627
review	research	0.5716490615971	2.3200782504415627

headset	headphone	0.7240352181015869	2.688587652027298
headphone	jack	0.7130871333176421	3.876812099385095

purchase	glad	0.683133477178691	1.0669792039729427
glad	wrong	0.4818994652337777	1.7601263845328878
point	wrong	0.45917530778867977	1.0997690267959335

charger	car	0.5497846799402025	3.669668889417326
charger	lighter	0.6583813306767387	2.6038464235722074
charger	power	0.400519334261485	2.6038464235722074
charger	outlet	0.6670885677764792	2.96052136751094
charger	wall	0.44375181553423193	4.213284336006308
car	lighter	0.44469730380575156	2.6355951218867877
car	power	0.39639607433321356	2.6355951218867877
car	outlet	0.41143006943455085	3.6854172463854655
car	wall	0.46217355501773727	3.6854172463854655
lighter	power	0.3769936826242053	3.766997233377888
lighter	outlet	0.6020521987780906	4.123672177316621
lighter	wall	0.4568178439897115	3.430524996756675
power	outlet	0.5441908157376083	4.8168193578765655
power	wall	0.3741646312322432	4.529137285424785
outlet	wall	0.7114693442611061	4.4803471212553525

button	press	0.7291056776569684	3.8078192278981433

wide	inch	0.6145713600140199	3.584675676583934

prime	shipping	0.4589462117276537	3.9901407846920978
prime	free	0.522444194704673	2.6683849447097785
shipping	free	0.4961748951633218	2.891528496023988

clip	pocket	0.6350914821784589	2.951304712406016

cord	adapter	0.47861203978471467	2.3107105004379624
cord	short	0.6074614574827912	1.2120982117698529
cord	plug	0.6350816813152588	1.4505092352148512
adapter	short	0.2769203275550495	2.477764585101129
adapter	plug	0.695266359403302	2.716175608546127
length	short	0.6297572768269813	2.4189240850781957

hub	usb	0.6150346270221695	4.383183372801706

quick	easy	0.5513694332079855	1.0777901200771582
simple	easy	0.8352503315075462	0.8546465687629484

weight	heavy	0.6589546725376524	2.320078250441563

lint	bubble	0.7870251660535067	3.872357749035715

phone	htc	0.38618745091949136	3.3352148169523503
phone	cell	0.5971527370260376	3.941350620522666
htc	cell	0.6614100401049755	4.095501300349924

blue	light	0.64807306425067	2.192150765713407

letter	typing	0.7555149094818555	2.5373566823033746

convenient	difficult	0.48494206380108373	2.336685986841223
convenient	easier	0.5694110984375718	1.1067376961120268
difficult	easier	0.6432759327373272	1.253341170303902

difference	improvement	0.6449150030230808	2.445241393395569

fact	idea	0.5591204445013378	1.7601263845328878

original	replacement	0.5247715653615249	2.6038464235722074

top	bottom	0.7249809400061903	2.9340881104427843
bottom	line	0.5166313427221223	3.487473348627571

high	low	0.6597626613016903	2.773745460367605
high	end	0.44800240739461306	1.0420899152092553

glare	angle	0.7028369559029973	2.6818079650419193

place	open	0.5750295401676603	1.975237764149833

