vhs	vcr	0.7448075517107632	2.636503049810162
cable	digital	0.28621898135412216	1.9827373096051368
cable	comcast	0.6510777464124388	2.361173745325382
cable	receiver	0.48741596970954415	2.0247015087041693
cable	hdmus	0.6528790212862713	3.001211100571379
cable	input	0.595580247117626	2.0902987911899826
cable	analog	0.517553026670053	1.485705007971482
cable	component	0.6275133923564745	2.4890071168352668
cable	av	0.6020301956300921	2.4301666168123335
cable	reciever	0.3178812497248438	1.773387080423263
cable	stereo	0.281659569608083	0.7125151197380003
cable	progressive	0.26076870771029315	0.232942039476114
cable	optical	0.3880662581560794	2.247845060018379
digital	comcast	0.3226060625958913	3.534546109202601
digital	dts	0.5432905813890958	3.4953253960493194
digital	receiver	0.33790315114710223	2.622709727677826
digital	format	0.29840357626785163	1.3299414245687589
digital	dolby	0.5306217315357086	4.099438954238868
digital	input	0.35748079652268283	1.4719116858391463
digital	analog	0.562899763066842	3.575368103722856
digital	component	0.3008295405856166	2.7460887488383308
digital	av	0.3017485209542019	1.8117795114614974
digital	stereo	0.39456687207749586	2.2913525917233835
digital	progressive	0.35217012519092983	1.8117795114614972
digital	optical	0.4268150798672876	3.5165276036999225
comcast	receiver	0.5940526560313457	3.1065066790558977
comcast	optical	0.3360421177033912	3.7996538596158427
dts	receiver	0.5469148494123101	3.2496075226965706
dts	hdmus	0.39461501424838485	2.809051094777136
dts	dolby	0.9085500600511335	4.489947971193382
dts	input	0.5478429582430567	2.098809480857891
dts	av	0.543726771184742	3.537289595148352
dts	stereo	0.5616179280374507	2.918250386742128
dts	progressive	0.7397855409925294	2.438677306480242
receiver	hdmus	0.5052224834030687	2.4472610501716336
receiver	dolby	0.5055580745207207	2.8064020866055595
receiver	input	0.6416732926418395	2.7178486892641143
receiver	bass	0.16127558865845892	1.720212317936007
receiver	analog	0.6189054409340979	3.3296502303701074
receiver	bose	0.3625898883655716	3.6173323028218882
receiver	component	0.6815057990772269	1.6249021381316822
receiver	av	0.7620509098347852	2.7700344424346848
receiver	reciever	0.7675292947636828	2.5187200141537787
receiver	stereo	0.6837842815426753	1.4578480534685159
receiver	speaker	0.433541317494919	2.214508639750787
receiver	progressive	0.5100982913439505	0.9782749732066295
receiver	optical	0.4598338662787891	3.4631816229946297
hdmus	dolby	0.3817748183666707	2.078163586234344
hdmus	input	0.7314206849141105	1.989610188892899
hdmus	av	0.7945760798371762	2.7349431226234144
hdmus	progressive	0.45338749766008135	1.6363308339553049
hdmus	optical	0.6104900160943866	2.041795942063469
format	av	0.028983122880999024	1.8827312474337818
format	stereo	0.18783804401590798	1.9568392195875035
format	progressive	0.3034926490870974	0.7841189587656721
format	optical	0.1792533944827247	1.1895840668738367
dolby	input	0.5489941033550728	2.061069152875044
dolby	analog	0.7498666366843227	2.9605527664328175
dolby	component	0.4572020688216998	2.759882070970667
dolby	av	0.5073261724337025	2.8064020866055595
dolby	stereo	0.5573496450023478	2.880510058759281
dolby	speaker	0.4245163916162875	2.027732732607452
dolby	progressive	0.6676897244219475	1.7077897979374497
dolby	optical	0.44043559619296546	2.113254906045614
input	analog	0.7813364180985443	2.8719993690913728
input	component	0.7881239459432801	2.4890071168352668
input	av	0.7535595269924084	2.7178486892641143
input	reciever	0.5357325013804997	3.565146549651318
input	stereo	0.5279159944156087	1.4056623002979456
input	optical	0.561067493590822	3.277464477199537
bass	stereo	0.37068576509583484	3.1806146512096194
bass	speaker	0.4866849546388896	1.6346901444978448
analog	component	0.6976255530432542	3.165347179078831
analog	optical	0.5948175335574409	4.022797410930052
bose	stereo	0.5704316262244203	3.69144027497561
bose	speaker	0.6600939006319364	3.531810129383726
bose	optical	0.14287897115774817	3.6173323028218882
component	reciever	0.5253321258531295	2.7598820709706664
component	stereo	0.46965021443896937	1.6990101102854038
component	progressive	0.5701266672059574	2.3180493186916276
component	optical	0.5489002027531068	3.234340050565782
av	reciever	0.7109646038562129	3.905014375273669
av	stereo	0.6100819817015236	2.8441424145884064
av	progressive	0.554250001319648	2.36456933432652
av	optical	0.5840357182972685	2.7700344424346848
reciever	speaker	0.5298065438925623	2.4331978407156165
reciever	optical	0.5002219538765909	3.211867194713724
stereo	speaker	0.7513615715558352	2.4709381686984635
stereo	optical	0.3767373972185981	2.8441424145884064
progressive	optical	0.4103425407741377	1.6714221537665748

quick	menu	0.28464082988305717	2.665950251136463
quick	easy	0.5513694332079855	1.3888551819815642
quick	capability	0.1341656168203612	2.8277932765868767
select	menu	0.7151876918716422	2.889093802450673
select	button	0.6402197697365621	3.0509368279010864
select	option	0.5225525045497917	3.6414298544009482
multiple	intuitive	0.331283630905735	3.303216973301952
multiple	single	0.6632650469507599	2.8977518651937872
multiple	capability	0.5853134818839483	2.688031334211718
multiple	feature	0.2810515917170451	1.3814043758256989
multiple	favorite	0.423502840678353	3.408577488959778
simple	menu	0.4767222086863059	0.6644702509263388
simple	easy	0.8352503315075462	1.6899602747654858
simple	intuitive	0.6835543567718787	2.8277932765868767
simple	navigation	0.4358697661935049	3.0509368279010864
simple	feature	0.28866288743283763	0.9059806791106241
simple	favorite	0.2236354270798293	2.933153792244703
simple	option	0.4668082702769272	1.4168063028766147
breeze	easy	0.6344443514984258	1.8996808057475552
menu	easy	0.32810373934932446	1.5281172493150719
menu	intuitive	0.7296723072589265	1.9728030705765176
menu	command	0.7481311686283401	2.3294780145152503
menu	button	0.65479926396176	1.7630825395944485
menu	capability	0.23812881588379986	1.7630825395944485
menu	navigation	0.7319457732291378	2.1959466218907275
menu	feature	0.28152104479203377	1.3502734572305255
menu	ability	0.320559728219482	1.0565123387023625
menu	press	0.6449649448799337	1.0973343332226178
menu	basic	0.3742199866176552	0.7788806021040832
menu	option	0.6053417026052409	2.959711369664626
easy	intuitive	0.5612677825174269	1.3888551819815642
easy	command	0.2360228294515775	1.7455301259202969
easy	button	0.22520318099898373	0.30366591364559525
easy	feature	0.3051695779513308	0.3143404448925151
easy	basic	0.23327496322356	0.1949327135091299
easy	option	0.3979910648704701	0.6710153888312476
intuitive	button	0.4535044001294215	2.1346460960269313
command	button	0.6893925655488662	2.4913210399656642
single	capability	0.3210211966310995	2.4223281684787126
single	feature	0.14753994230748202	0.7102361019845288
button	capability	0.07350187074694492	0.8263132763767529
button	navigation	0.5336510387893428	2.7632547554493057
button	feature	0.2961592979924479	0.3669841783779369
button	press	0.7291056776569684	2.7632547554493057
button	basic	0.1424071103010881	1.3461887356626616
button	option	0.45799150738159156	1.6399498541908244
capability	feature	0.38335882482690753	1.4168063028766147
capability	basic	0.5628492333327546	1.6338708081144424
capability	option	0.5769207379353495	2.8031006639965055
navigation	feature	0.3121823981984506	1.338844761406903
navigation	basic	0.3430299844596396	3.165347179078831
feature	ability	0.5446121830682764	1.2980227668866475
feature	basic	0.32091799591494974	1.531216654054359
feature	favorite	0.5220628761914283	1.9142089063104646
feature	option	0.6177890877469862	1.0910085975023218
ability	option	0.6398928426893835	1.8088483906526385
favorite	option	0.4611194404691027	2.83049963818462

power	outlet	0.5441908157376083	2.893413463595189

image	film	0.6920460398036568	2.6122460721646017
image	picture	0.7110257524994715	0.6759053741254392
image	crisp	0.5305459437629629	2.324563999712821
image	sharp	0.6474394409819592	1.8137383759468304
clear	picture	0.6086778203299306	2.193920278745495
clear	crisp	0.6961957684401016	3.7174157613788705
clear	sharp	0.590856582245964	3.20659013761288
film	picture	0.4712945492425784	1.4942156976393908
picture	crisp	0.6550778972125523	2.4592965936829776
picture	sharp	0.6409041966276666	1.9484709699169869

ac	socket	0.7257643215528743	4.241486611894882

cord	adapter	0.47861203978471467	3.0509368279010864
cord	hook	0.3604155202273792	1.4414989154669862
cord	connector	0.5495094720685504	3.1065066790558977
cord	plug	0.6350816813152588	3.2606573588831558
adapter	connector	0.6620291844187016	3.184468220525609
adapter	adaptor	0.7085273393511674	2.6454717197929223
adapter	plug	0.695266359403302	3.3386189003528677
hook	plug	0.626506303324825	2.6454717197929223
connector	plug	0.6760978637091657	4.310479483381833

seconds	ready	0.7069643015472108	2.618803472710761

upgrade	firmware	0.7447624560097038	4.3184476530310105
update	firmware	0.7685000200707875	4.962804669421524
version	firmware	0.6880967051124783	3.325195880020727
version	latest	0.7334972046494345	3.740711323982393
firmware	latest	0.722912154779437	4.5108195456784665

fact	complaint	0.6087402810128056	2.05668455455722
fact	due	0.5701890903344655	2.5675101783232104
fact	wonderful	0.35757120375106655	1.916922612182061
fact	place	0.45447264612120586	1.4688978896551008
complaint	due	0.6094912834793146	1.874362997763265
complaint	kind	0.5765685087636703	1.9843638929775937
kind	part	0.50081636334668	1.129948564821526
kind	wonderful	0.5437716636374357	1.844601950602435
kind	place	0.4726303847995832	1.3965772280754745
kind	job	0.5869558050533807	1.8890537131732688
part	place	0.5107565501456961	1.3076297420589784

cd	disk	0.6381854303336831	0.1202837621699126
cd	changer	0.4795784923915102	3.1883366973035296
cd	disc	0.6943334469127731	0.46375719425010903
cd	hard	0.38301431547982356	0.09729424394521384
external	portable	0.5436469949970814	1.393996581481983
external	hard	0.5309998288156361	2.8776651066270498
external	drive	0.677564138549532	4.002594703612533
disk	drive	0.6328545452061892	0.3749259805434932
changer	disc	0.6403461247701319	1.8578336958120545
disc	hard	0.2754385546145621	0.15308560357362952
disc	drive	0.3065103976796034	0.43071734017190866
portable	hard	0.34765999380131496	1.0755428503634485
portable	drive	0.3500690423597095	0.25456229829361804
hard	drive	0.49765021124926334	3.8782969869349557

buck	price	0.5241988256226061	0.6998833728320997

blu	ray	0.6997494105303198	5.605802066295998
blu	avatar	0.7398254180582102	4.359269647551265
ray	avatar	0.7415729995690965	3.9963641538618973

bud	ear	0.7592083423696944	4.17694809075731
bud	pair	0.6225246630103931	3.325195880020727
ear	earbud	0.7354470288197484	2.5675101783232104
ear	pair	0.6259608066836201	1.6512194464490553
earphone	pair	0.7875285570193761	3.2198353643629005
earbud	pair	0.7903283340645764	2.526688183802955

repair	warranty	0.8195274771162305	1.9728030705765176
repair	labor	0.7904627783319049	2.5675101783232104
warranty	replacement	0.7460387300547838	2.227695320205308
warranty	labor	0.6784241892386706	3.7000240186670013

seat	back	0.6976656628248503	3.764562539804573

svcd	vcd	0.865475376290436	4.500523086269698
svcd	apex	0.7327516845742319	1.9355737288081616
vcd	apex	0.762822667872371	2.3175083395061318

durable	cheap	0.6316269143173043	2.5832585352913497
plastic	cheap	0.6196750075257516	2.924185122261943

fast	slow	0.629113257014781	3.305393252724547
fast	speed	0.5531365721274761	3.430556395678553
slow	speed	0.5496931597712649	2.506885556506776

larger	small	0.5235730610924392	2.149622550216489
larger	smaller	0.865944472256755	3.905014375273669
larger	size	0.6880654967791187	4.031766080912813
larger	compact	0.4969942303705934	3.7108583608327117
small	smaller	0.6440030085356717	1.7077897979374497
small	size	0.6434205231462498	2.345367127342584
small	large	0.6637251599844254	1.7818977700911716
small	compact	0.686535080553073	1.5136337834964924
smaller	size	0.7595126461420181	3.589933328633774

entertainment	center	0.48686769039524824	4.8413458580312705
center	front	0.5248739896012825	2.213338364602597

youtube	streaming	0.8217923203213863	4.0873359320676235
youtube	hulu	0.7588334868144775	5.522420457356946
youtube	netflix	0.7605222808694775	3.9963641538618973
streaming	hulu	0.7672975928046288	4.0873359320676235
streaming	netflix	0.7690983487146805	3.8140425970679424
streaming	content	0.8345577280958482	4.518118848160078
hulu	netflix	0.7804576709762003	3.303216973301952
netflix	content	0.7509632076204225	3.0408527088344606

charge	battery	0.6224802761004535	2.5647362514404852

instruction	manual	0.7626101525325614	2.466534260983208

longer	short	0.6959896450364669	2.464652792883503
longer	long	0.7158306257564211	1.4927922098545368
short	long	0.74555949966232	2.7144645912798735

xbox	hd	0.7065337462966769	4.0591650551009275
hd	hdtv	0.7091334697449593	1.8255728335938333

cost	extra	0.31314685216020566	1.9489518547543379
cost	worth	0.4258999517182217	1.9866921827371846
cost	dollar	0.6810245425366768	2.3544169628625022
cost	expensive	0.6618508975126599	1.5071191024752986
money	extra	0.5373831084828246	2.240006611684758
money	worth	0.3710869942341717	2.2777469396676047
money	dollar	0.6459311829705963	1.1413943230166481
extra	worth	0.5884375718015527	1.899680805747555
extra	dollar	0.5263837821462299	2.9605527664328175
extra	expensive	0.48442907834331606	1.0146426173775043
worth	dollar	0.6355313504211912	2.9982930944156645
worth	expensive	0.5060546325368874	1.7455301259202964

top	bottom	0.7249809400061903	3.2585761926793313
top	line	0.5835327182140329	2.456229720154394
bottom	line	0.5166313427221223	4.1953454558970265

sd	reader	0.7433741881668687	3.537289595148352
sd	card	0.6728640734361101	5.115474964078348
reader	card	0.6610956108771369	4.230436775708297

loud	background	0.601315484040833	3.836021503786718
loud	noise	0.7536553875790046	3.31722771037155
background	noise	0.6382654710735132	4.0873359320676235

seller	shipping	0.7061870862554795	2.7598820709706664
seller	free	0.47199554259784704	2.2310379417019974
shipping	free	0.4961748951633218	2.3180493186916276

arrow	key	0.6592090256936192	3.7714829826491463

finger	hand	0.6195847246011662	3.7714829826491467

red	green	0.8408170375618698	4.870095271317256
red	blue	0.8160842168891073	3.8584943596387764
red	white	0.5837924685774872	4.646951720003046
red	color	0.5089054752220039	3.120895416507997
red	light	0.6021455374496771	4.219507705176107
red	black	0.534144417368792	3.165347179078831
red	bright	0.6040708198277698	4.698245014390597
green	blue	0.8804355431257858	4.263959467746941
green	white	0.5812038310188824	4.359269647551265
green	color	0.464513639186131	3.5263605246161616
green	light	0.6221060542404501	2.833213344056216
green	black	0.4565671736714654	2.8776651066270498
green	screen	0.1999663485139107	2.4374570500750123
brightness	color	0.5858355078963517	3.120895416507997
brightness	light	0.39715750456685817	3.120895416507997
brightness	bright	0.7513466637890617	3.3119506532707064
brightness	dark	0.6294632886517098	4.219507705176107
brightness	screen	0.15342407729755547	2.7251391225267936
blue	white	0.4383242003309694	4.040815916432731
blue	color	0.4342704364652852	2.920224721045846
blue	light	0.64807306425067	3.4310503448118364
blue	black	0.45998752158984957	2.5592113755085153
blue	bright	0.6055037775441273	3.398962030260336
blue	dark	0.6348872654800991	2.5147596129376817
blue	screen	0.22431748597947399	1.0203910302883683
white	black	0.6368510578214586	4.4462810245408955
white	bright	0.4333280490137974	3.4942722100646613
white	screen	0.19605405272732912	1.8088483906526385
color	display	0.5574480803087338	1.174985267452684
color	black	0.5722723842561666	2.2270775404859005
color	bright	0.6795887131137734	3.3545102676895024
color	dark	0.45104309487507055	2.8757729584750122
color	screen	0.32779535246154157	1.1990828190317442
light	display	0.37903930943788255	1.174985267452684
light	bright	0.6114027822930276	2.661363087129557
light	dark	0.645034862523727	2.8757729584750122
light	screen	0.14661403670614714	0.2827920871575892
display	black	0.3051975372170308	1.2194370300235176
display	bright	0.5925064143862936	3.157799973443448
display	dark	0.4811501186913364	1.8681324480126291
display	screen	0.5521154319343914	1.6265268338586836
black	dark	0.3965429641769893	1.8216124323777363
black	screen	0.18367391115379939	1.9366817621625234
bright	dark	0.8108456956811292	3.3545102676895024
bright	screen	0.3751264463010219	0.4738473239202984
dark	screen	0.380865090445601	1.6690864482774799

headphone	jack	0.7130871333176421	3.1065066790558973

newer	model	0.6023916290829051	3.3032169733019514
newer	older	0.8187951364416721	3.1354942159291497
cheaper	model	0.5731589538453002	2.0992441689760155
cheaper	older	0.5344987404515358	2.2192034840549946
previous	model	0.5639308727767126	2.4703078503668476
previous	older	0.6936864656162284	2.079441541679836
model	older	0.6490197055108091	2.0794415416798357

call	phone	0.71543243124336	3.828641396489095
phone	cell	0.5971527370260376	4.116323468940876

samsung	panasonic	0.6439380379976085	0.8292393940461416
samsung	jvc	0.3715941681752004	1.2970476327284417
samsung	lg	0.7295880830643694	3.430556395678553
sony	panasonic	0.654611380361701	0.9983157240900754
sony	jvc	0.5649753754313886	1.4661239627723757
sony	pioneer	0.6936445396140398	0.44974977234123786
panasonic	jvc	0.52627098482204	0.5928506159819114
panasonic	lg	0.5849629544636674	1.3400650178121323
panasonic	pioneer	0.6522528492821156	0.6750887142188833
jvc	pioneer	0.7715617445574771	3.157799973443448

piece	electronic	0.3928351883318697	2.8876580520245687
piece	junk	0.5451601694518942	4.21679399930451
piece	equipment	0.4557147057809552	3.888289932332474
electronic	equipment	0.5165350130092937	4.298645025734831
junk	equipment	0.6595622785769394	2.2265835913526173

door	open	0.66494324024662	4.397490860371463

ntsc	pal	0.891818630768886	5.049479968437901

antenna	signal	0.7191229051248174	3.0714153592446274

volume	high	0.36955079468484286	2.2720459654293745
volume	low	0.4721910724637346	2.1830984794128785
volume	level	0.682374440330812	2.775149543101455
volume	end	0.37012951447014375	1.4688978896551008
volume	higher	0.3488601441911967	1.9389015189008365
high	low	0.6597626613016903	2.2285608534896357
high	level	0.46481817119595403	2.415146809070048
high	range	0.564195410110635	2.782871589195365
high	end	0.44800240739461306	3.306119732959913
high	higher	0.6618367108974994	2.677511073537539
low	level	0.6571692747033141	1.6330521424936064
low	range	0.5788120838710187	2.693924103178869
low	end	0.37319566485841293	3.217172246943417
level	end	0.4344107133729207	2.7106110219638837
level	higher	0.5026315424381458	2.487467470649674
range	end	0.3240246413105541	2.385188621529256
end	higher	0.40860983038323506	3.66612246699132

movie	kid	0.6486911544977867	1.7970483668839843
movie	show	0.6663684544757208	0.25952303604017
kid	show	0.6256101558958298	1.90503700494808

recorder	recording	0.68277129291902	2.162045070215046

negative	review	0.5470886488219798	2.694811021197097
negative	positive	0.7206834473054274	3.3941887515076785
review	positive	0.6348102001021005	2.455919112914748

service	company	0.6895634330145887	1.4564753696565436

living	room	0.6142624059338836	4.698245014390597
living	bedroom	0.8134187374615909	4.752312235660873
room	bedroom	0.7258052498628768	2.906485545162542

message	error	0.7297900533746209	4.136126096237056

system	theater	0.5364578782130311	2.8635605004455083
system	home	0.5980532467000994	1.861940477764708
theater	home	0.5288474089003391	4.039362427804748

